REFNUM	Days	EVTYPE	STATE	FATALITIES	INJURIES	Property	Crop	REMARKS
404029	2000-08-01	DROUGHT	OK	0	0	0	399840000	An extended period of unusually dry weather began in early August and lasted for 2 months. Many parts of the state did not receive rain in August, with portions of southwest and south central Oklahoma remaining dry for almost 90 days, starting in June. Due largely to Oklahoma's major crops of wheat, cotton, and peanuts, which greatly suffered, total agricultural losses were estimated between 600 million and 1 billion dollars statewide. Seven Oklahoma counties near the Texas border, including Carter, Comanche, Cotton, Jefferson, Love, Marshall, and Tillman, were declared federal disaster areas. Reservior levels were also low across southwest and south central Oklahoma, averaging 50 percent of normal. 
409876	2000-09-01	DROUGHT	TX	0	0	0	102300000	Severe drought continued across southeast Texas through September 2000.  The combination of excessive heat and dryness caused many wildfires to burn during the first week of the month including a 4500 acre fire in Liberty County on the 4th and a 1965 acre fire in Trinity County on the 2nd.  Water rationing continued during the first half of the month in several small communities and was briefly instigated in the city of Houston.  Water line breaks and small grass fires were a common problem across southeast Texas, especially at the beginning of the month.  By the end of September, damage estimates for the season to cotton, wheat, and forage crops and increased irrigation reached $102.3 million for southeast Texas. 
410125	2000-11-01	DROUGHT	TX	0	0	0	5.15e+08	Average to above average precipitation continued across the South Plains, the extreme southern Panhandle, and the Rolling Plains in November resulting in improving soil moisture conditions during the month.  However, the effects of this year's drought became better understood after year-end agricultural reports were completed.  These reports, compiled by the Texas Agricultural Extension Service at Texas A&M University, indicated that total crop damage across the Texas South Plains area may have been about $515 million due to the drought in 2000.  This figure is based on the total cash value of all crops in 2000, compared to the average of the same figure from 1998 and 1999. Cotton is the dominant crop in this region of the state, and not surprisingly, it accounted for roughly 70 percent ($365 million) of the losses this year.  Significant losses were also suffered in the wheat ($75 million), grain sorghum ($40 million), and corn ($15 million) crops.  Added irrigation costs that were directly related to the drought were estimated at an additional $20 million across the South Plains area this year. 
410368	2000-12-12	ICE STORM	TX	0	0	1.23e+08	0	An artic airmass spilled southward out of the central plains and into the lower Mississippi Valley.  This cold surface airmass was overrun by a warm and humid airmass which combined with a strong upper level storm system across west Texas.  The result was a mixture of freezing rain, sleet and snow north of a Quitman to Linden Texas line, while further south, precipitation was in the form of freezing rain.  Ice accumulations of two to 6 inches were common across the northern third of northeast Texas with accumulations on one to two inches further south.  Over 235,000 people were without power from several hours to several weeks from snapped power lines.  Upwards of 29 transmission lines atop "H" shaped steel towers were snapped due to the weight of the ice.  Numerous traffic accidents were reported from ice covered roads and bridges.  Northeast Texas was declared a disaster area. 
415742	2001-10-11	FLASH FLOOD	AR	0	0	1.2e+08	0	Numerous roads closed from high water.  The county was declared a disaster area due to the washed out roads and bridges.  Nearly 8 inches of rain fell in less than 12 hours. 
422598	2001-08-01	DROUGHT	IA	0	0	0	578850000	In what became a rather tough growing season, drought developed in Iowa during the month of July, and became serious in August.  During the early part of the growing season, excessive rainfall caused significant planting delays across the state.  Once the crop was planted, cool and cloudy weather settled into the state slowing crop maturation.  Once the warm weather finally arrived, rainfall tailed off significantly.  Very little rainfall was reported during the month of July, however crops flourished with the moisture that was available.  During the last half of July, temperatures began to soar into the 90s quite regularly.  Temperatures were in the 90s to around 100 for most of the first 10 to 12 days of August with virtually no rainfall.  Moisture reserves ran out during the critical time of pod filling for the soybeans and at the tasseling for the corn.  Another factor that complicated the situation was the soil moisture profile over central and southwest Iowa.  After two years of drought, rain began falling during the last fall of 2000 and continued into the spring of 2001.  Though soil moisture was replenished in part, a layer of dry soil remained below the moistened layer, preventing root development below the moist layer.  Reports indicate losses estimated between one third and one half in parts of central and southwest Iowa.  A few locations had verifiable corn crop losses approaching 80%.   Overall, losses for the season were closer to the 15% range.  Damage to the corn crop was a little over $350 million, with about $225 million in losses to the soybean crop, and about a two million dollar loss to the oat crop.
428252	2001-07-01	DROUGHT	MI	0	0	0	1.5e+08	An upper level high pressure ridge dominated the weather pattern across southeast Michigan beginning late June and continuing through the month of July. This ridge prevented the development of widespread thunderstorms, and prevented rainfall from moving into the region from the west. While there was occasional isolated thunderstorms, much of the region suffered a pronounced dry spell. The lack of rainfall put a hardship on the area's water supply and measures were taken to curb usage. This included prohibiting outdoor watering in many communities in Macomb, Washtenaw, Genesee, Oakland, and Wayne counties.  During the five week period ending July 28th, Detroit Metro Airport officially reported only 0.32 inches of rainfall. This became Detroits 11th driest month on record. With 1.59 inches, this was Flint's 10th driest month on record. In contrast to July, April through early June saw slightly above normal precipitation. This wet spring delayed planting of crops and resulted in shallower than normal rooting systems for crops already established. By mid summer, however, the upper air pattern changed and rainfall waned. In terms of timing, the drought impacted many summer crops during moisture-sensitive growth stages of greatest water need, leading to moisture stress which peaked by mid August. It was estimated that yields of corn, dry beans and soybeans were 1/3 from normal. Rains returned to the region in mid and late August. Too late, however, to reverse the negative effects from mid summer. At the date of this publishing, an estimate dollar amount of damage to area crops is unknown.
428612	2001-04-01	FLOOD	MN	3	1	2e+08	0	Heavy snowfall during winter remained on the ground through the end of March and then rapidly melted, resulting in river stages close to record levels. Water began to gush through drainage ditches, streams and into the mainstem rivers during midday April 1.  Heavy rain April 7-8 over much of central Minnesota (see corresponding flood entry) prolonged the high water and also added one or two feet to many crests during mid April.  Another period of heavy rain April 22-23 (see corresponding flood entry) caused rivers to crest again in late April and early May; in some cases the crest was higher than the first.  Many rivers remained well above flood stage into mid-May (see May 2001 Storm Data).  The crest at Montevideo on the Minnesota River was the second highest ever, only 1.3 feet lower than in 1997. The crest at Stillwater on the St. Croix River was the second highest crest ever, only 1.8 feet lower than in 1965.  The crest on the Minnesota River at Henderson came within one half foot of its record level that was set in 1965.  The Mississippi River at St. Paul, Hastings, and Red Wing crested at its third highest level ever, lower only than during the floods of 1965 and 1969. Numerous roads and bridges were closed, millions of sandbags used, and approximately 200 homes and businesses were partially submerged with flood waters.  About 100 homes and businesses were damaged beyond repair.  Part of the Marsh Lake Dam southwest of Appleton (Swift County) eroded on April 7, but officials shored it up with 9000 tons of rock and gravel.  Three fatalities were attributed to the flooding.  Two boys (ages 5 and 8) in Olivia (Renville County) were playing on top of melting snow along a deep drainage ditch. They died when the snow collapsed into the drainage ditch with its torrential flow.  The other fatality came when two men drove around a barricade on Highway 101 at Shakopee (Scott County) and drove into the Minnesota River.  One 19 year old man died and the other was injured.
431148	2001-04-10	HAIL	MO	0	0	3e+08	0	The Heavy Precipitation Supercell continued east from St. Charles County and moved into north St. Louis County. The storm will likely go down in history as one of the most damaging hail storms ever in the area. Hail ranged from 1 to nearly 3 inches in diameter. Thousands of homes and automobiles were damaged. Some automobile dealerships lost virtually their entire inventory. At the Ford Motor Company assembly plant in Hazelwood, all vehicles (hundreds) parked outside were damaged. In Florissant, a community of close to 70,000 people, it was estimated that almost every home suffered some type of hail damage.  One insurance company reported that they were working on 20,000 vehicle and 18,000 property claims  while another reported 14,600 vehicle and 14,400 property claims.  As of April 18, at least 40,000 insurance claims for vehicles were taken in the St. Louis area alone.  At Lambert St. Louis International Airport, 22 TWA jetliners suffered minor hail damage. The Missouri Air National Guard had at least 10 fighter aircraft severely damaged.
431150	2001-04-10	HAIL	MO	0	0	4e+08	0	The Heavy Precipitation Supercell continued east from St. Charles County and moved into north St. Louis County. The storm will likely go down in history as one of the most damaging hail storms ever in the area. Hail ranged from 1 to nearly 3 inches in diameter. Thousands of homes and automobiles were damaged. Some automobile dealerships lost virtually their entire inventory. At the Ford Motor Company assembly plant in Hazelwood, all vehicles (hundreds) parked outside were damaged. In Florissant, a community of close to 70,000 people, it was estimated that almost every home suffered some type of hail damage.  One insurance company reported that they were working on 20,000 vehicle and 18,000 property claims  while another reported 14,600 vehicle and 14,400 property claims.  As of April 18, at least 40,000 insurance claims for vehicles were taken in the St. Louis area alone.  At Lambert St. Louis International Airport, 22 TWA jetliners suffered minor hail damage. The Missouri Air National Guard had at least 10 fighter aircraft severely damaged.
433508	2001-04-10	HAIL	NE	0	1	3e+08	0	A 5 to 15 minute hail storm hit the Omaha, Council Bluffs and Bellevue area causing extensive auto and roof damage.  The hail covered the ground to several inches in some locations with most stones in the 1/2 to 1 1/2 inch range, although some were larger.   From central into downtown Omaha, as the hail fell the visibility was lowered to near zero and the hail drifted like snow and shovels were used to clear some sidewalks.  An elderly Omaha woman was injured with some cuts and bruises from the hail when she was caught outside.   According to State Farm Insurance agents, the storm was the costliest hailstorm in the Omaha area at least since the late 1980's and possibly ever.  State Farm estimated that there would be 100,000 claims in the Omaha Metro area.  Most of the larger hail spared the northwest sections of the Metro area.
433680	2001-04-30	HAIL	NE	0	0	2e+08	0	Two large hail producing thunderstorm cells tracked across the greater Omaha area this day, one across Douglas county and the other across Sarpy  county.  The storm that moved across Douglas county began producing large hail around Yutan, in Saunders county just to the west of the Douglas county line.   The cell tracked across Elkhorn and then hit the western portions of Omaha with hail up to golfball size.  The hail decreased in size to around 3/4 inch by the time the storm reached the eastern parts of the city.  The majority of hail damage from the storm was in a 2 or 3 mile wide west to east strip centered on Blondo Street beginning west of 156th Street in far western Omaha and ending around 40th street in the east central part of the city.  Damage included roof and skylights along with vehicles.  Since the storm occurred in the late evening, and many vehicles were in garages,  vehicle damage was not as severe as what was recorded with the hailstorm that hit Omaha earlier in the month.
436492	2001-06-09	HAIL	ND	0	0	1.13e+08	0	
436493	2001-06-09	HAIL	ND	0	0	1.13e+08	0	
444407	2001-06-05	TROPICAL STORM	TX	22	0	5.15e+09	0	Tropical Storm Allison formed in the northwest Gulf of Mexico during the early afternoon of June 5th, 80 miles south of Galveston.  Allison moved northward, making landfall on the west end of Galveston Island between midnight and 1am on the 6th, less than 12 hours after forming.  As Allison moved inland it caused two to three foot tides, which had little impact on the area.  On the evening of the 5th a tornado briefly touched down in Brazoria county causing damage to one home in the Manvel area.  Over the next five days Allison produced record rainfall that led to devastating flooding across Southeast Texas, killing 22 people and damaging over 48,000 homes, 70,000 automobiles and nearly 2000 businesses. The first significant flooding occurred while Allison was still offshore.  A large spiral band with very heavy rainfall moved inland from Galveston to the Houston area, and by mid evening 8 to 12 inch totals were common from northern Galveston county into southern Harris county.  Heavy rain continued over inland portions of Southeast Texas overnight with 3 to 5 inch totals common, as Allison moved inland and weakened. On the morning of June 6th, Allison was downgraded to a tropical depression.  Allison moved north until it was near Lufkin, then made a clockwise loop and began drifting to the southwest.  Before sunrise on June 7th, the center was near Huntsville, and a band of heavy rain moved into Liberty county producing 5 to 10 inches of rain, causing almost a foot of water on Highway 90.  Around the same time another area of thunderstorms developed over the Sugar Land - Stafford areas of Fort Bend and Harris counties, producing another 8 to 12 inches of rain and causing abundant street flooding and water in some homes.  During the day moderate to heavy rain continued over Brazoria, Houston, Liberty, Polk, Trinity and Walker counties resulting in additional reports of flooding. June 8th began with another 5 to 10 inches of rainfall along the immediate coast, causing flooding in southern Brazoria county, central Galveston county and northern Chambers county.  Skies cleared for a few hours, but the rain began again that afternoon over Montgomery county.  Thunderstorms intensified rapidly over southern Montgomery and eastern Harris counties and began to train across the Houston metro area that evening and into June 9th.  Very heavy rainfall was observed for up to 10 hours in some locations, and rainfall rates of 4 inches or more per hour were observed throughout the night.  Flash flooding initiated quite rapidly during rush hour late Friday afternoon.  Widespread street flooding was the initial threat, but the high rainfall amounts forced almost all the major Houston area bayou systems into severe flooding, with some to record levels.  The flooding caused a complete shutdown of downtown Houston, including all major roadways and both major airports for more than 12 hours.  The Texas Medical Center along Brays Bayou sustained severe damage resulting in the complete shutdown of several hospitals and a significant loss of research data.  Twenty-two people lost their lives due to the flash flooding in Harris county on the 8th and 9th. On June 9th the circulation center of the storm gradually made its way toward Palacios.  Before moving offshore, another round of heavy rain developed across southern Harris and extreme northern Galveston counties.  This caused flooding along Clear Creek, putting water in homes in the Friendswood, Webster and League City areas.
443794	2001-05-06	HAIL	TX	0	0	1.2e+08	3e+07	This storm eventually developed into one of the most devastating hail-and-wind storms in the history of Bexar County.  Hail in sizes up to to 4 inches, accompanied at times by winds estimated to be over 60 mph, destroyed roofs of hundreds of homes, and severely damaged hundreds of vehicle bodies, as well as breaking thousands of windows in houses and vehicles.  The damage was reported to have been the worst in the northwestern part of the city, where hail reached at least 4 inches in diameter.  Damages were estimated to reach at least $60,000,000 for homes, and an additional $60,000,000 for cars.  Additional severe thunderstorm winds struck the western part of the county just before 8 pm and destroyed around a dozen power lines along Grissom Road near Culebra.
445666	2001-12-01	DROUGHT	TX	0	0	0	4.2e+08	The effects of this year's drought became better understood after year-end agricultural reports were completed.  These reports, compiled by the Texas Agricultural Extension Service at Texas A&M University, indicated that total crop damage due to the drought of 2001 across the Texas South Plains area was about $420 million.  This figure is based on the total cash value of all crops in 2001, compared to the average of the same figure from 1999 to 2000.  Dryland crops were hardest hit by the prolonged hot and dry weather that occurred during the early through middle summer months. Cotton is the dominant crop in this region of the state, and not surprisingly, it accounted for roughly 70 percent ($300 million) of the losses this year.  Significant losses were also suffered in the wheat ($60 million), grain sorghum ($32 million), and corn ($12 million) crops.  Added irrigation costs that were directly related to the drought were estimated at an additional $16 million across the South Plains area this year. 
461212	2002-09-25	TROPICAL STORM	LA	0	0	108630000	0	Tropical Storm Isidore moved steadily northward across the central Gulf of Mexico on September 24 and September 25, 2002 before moving ashore near Grand Isle early on the morning on Thursday, September 26, 2002. The tropical storm moved steadily north across southeast Louisiana and by the afternoon of September 26 was located in central Mississippi downgraded to a tropical depression. Tropical Storm Isidore had a large circulation with tropical storm force winds extending several hundreds of miles from its center. Prior to moving onto the Yucatan Peninsula earlier in the week and weakening, Isidore was classified as a major hurricane.  Swells from the distant hurricane resulted in rip tides along the northern Gulf of Mexico, with a 41 year old man drowning on the afternoon of Sunday, Sept 22, 2002 at Port Fourchon, Lafouche Parish.     The large circulation caused a significant storm surge over a large area for a tropical storm. Tide levels were 4 to 6 feet above normal across much of southeast Louisiana from Grand Isle eastward to the Pearl River. Storm surge flooding occurred outside of the hurricane protection levees across Lafourche, Jefferson, Plaquemine, St. Bernard, and Orleans Parishes, inundating roadways and flooding some non-elevated structures. Across Lake Pontchartrain and Lake Maurepas, storm surge of 4 to 5 feet above normal were measured. Low lying areas, roadways and some non-elevated structures in parishes surrounding Lake Pontchartrain and Maurepas were flooded. St. Tammany Parish was particularly hard hit with storm surge flooding when the Isidore moved north of the area, and the winds shifted to a southwest direction causing water levels to rapidly increase along the north shore  of Lake Pontchartrain on the morning of Thursday, September 26, 2000. The storm surge overtopped or breached a small local levee system in southern portions of Slidell causing water to flood several hundred homes.   Approximately 1000 homes were flooded in the parish from either storm surge, river flooding, or from flooding from heavy rain Rainbands associated with Tropical Storm Isidore produced heavy rainfall in a wide area prior to and shortly after landfall. The greater New Orleans area, was particularly hard hit on the late afternoon and early evening Wednesday, September 25, 2002. Four to eight inches of rainfall occurred within 6 hours time. Drainage systems were overwhelmed by the heavy rain and numerous streets were flooded, automobiles were flooded, and water entered some homes. Portions of Terrebonne and Lafourche Parishes were also hard hit during the early morning of Thursday, September 26, 2002 with homes flooded when heavy rainfall overwhelmed drainage. Between 200 and 300 homes and businesses were reported flooded in Terrebonne Parish. Storm total rainfall of 10 to 15 inches were common across southeast Louisiana.  Most areas recorded sustained winds of 35 to 45 mph with some gusts to 50 mph in sqaulls. The highest wind speeds were observed near the coast or tidal lakes.  Grand Isle, on the coast, recorded the highest wind gust of 71 mph. A tornado touched down near Golden Meadow, Lafourche Parish, where a couple of sheriff's office patrol cars were damaged along with several storage buildings. The Louisiana Office of Emergency Preparedness reported appoximately 2500 people sought refuge in approximately 40 shelters in the state.  As of late November 2002, the Louisiana State Insurance Department reported that insurance industry has indicated that Tropical Storm Isidore had  resulted in $105 million in insured losses. Approximately 166,200 claims had been filed with private insurance companies. A reliable estimate of uninsured losses had not been determined as of the end of November 2002.    .   
461220	2002-10-02	HURRICANE	LA	0	0	149580000	0	Hurricane Lili, a major hurricane over the Gulf of Mexico, during the daylight hours of October 2, 2002 moved steadily northwest around 15 mph toward the Louisiana coast during the evening hour. The hurricane weakened rapidly to a Saffir Simpson Scale Category 1 Hurricane by the time it made landfall during the morning of October 3rd along the south central Louisiana coast. The hurricane continued to moved north northwest across south central Louisiana before turning northeast across the northern portion of the state.  Due to the rapid weakening, no sustained hurricane force winds were measured in southeast Louisiana.  However, storm surge was significant across the southeast Louisiana coastal areas and tidal lakes. Storm surge tides were 3 to 5 feet above normal across much of coastal southeast Louisiana except 4 to 7 feet above normal across south Lafourche and Terrebonne Parishes, closer to the location where the hurricane made landfall.  Storm surge caused the most damage in Terrebonne Parish where many communities situated along bayous in the southern portion of the parish received considerable flooding. Storm surge also overtopped or breached several locally built drainage levees during the morning hours of October 4th. Particularly hard hit was the community of Montegut where many homes were flooded several feet deep. Over a thousand homes and businesses in Terrebonne Parish sustained some type of water damage due to storm surge.  Storm surge flooding was also reported in southern Lafourche Parish where areas outside of the Larose-Golden Meadow were inundated by storm surge flooding.  Grand Isle also was hit with considerable storm surge and beach erosion.  Considerable flooding of roadways and low lying structures was reported in many areas in coastal southeast Louisiana outside of the hurricane protection levees. Along Lake Pontchartrain and Maurepas, low lying roadways and structures were also flooded, many having been flooded a week earlier due to Tropical Storm Isidore.  No sustained hurricane force winds were measured across southeast Louisiana. Highest wind gusts recorded on October 3rd included: Houma 61 mph at 0200 CST, Paincourtville 61 mph at 0700 CST, New Orleans Louis Armstrong Intl Airport  51 mph at 0400 CST, Baton Rouge 47 mph at 1117 CST, and Mid Lake Pontchartrain Causeway 69 mph at 0530 CST. Strong wind gusts downed trees and large tree branches across much of southeast Louisiana. Property damage occurred when the trees and tree limbs fell onto houses and automobiles. In St. Tammany Parish, one man was injured when a tree fell on the mobile home in which he was living. In Point Coupee Parish, the emergency manager reported 800 to 1000 trees were blown down.   Several short lived tornadoes touched down producing only minor property damage. Heavy rainfall was not widespread, in part due to the rapid movement of the hurricane away from the area. Flash flooding occurred in only a couple of areas. 
461222	2002-10-03	HURRICANE	LA	0	3	3.68e+08	1.68e+08	Hurricane Lili made landfall the morning of October 3rd near Intracoastal City in Vermilion Parish as a category one hurricane. Over 48,000 claims were filed with FEMA by homeowners who received damage. along the path of Lili, from southwest Louisiana into central Louisiana. Only 3 injuries were reported. One injury in Evangeline Parish at Ville Platte occurred when a policeman on patrol had a tree fall on his vehicle, trapping him inside. He received minor injuries and was treated and released from a local hospital. The other two injuries occurred in Acadia Parish. Two Rayne city employees were moving vehicles to a safer location when a brick facade at the water plant fell on them. Tornadoes and Flash Flood events associated with Lili are listed separately. Property damage estimates were based on insured losses reported to the state government. Crop damage estimates were based on state figures related to sugarcane, soybeans, cotton, and rice losses. Along the coast, storm surge estimates ranged  from around 10 to 12 feet in St. Mary Parish at Burns Point and Cypremort Point, to 4 to 6 feet in Vermilion Parish near Intracoastal City. Top wind gusts were measured at 120 mph at Intracoastal City and 100 mph in Vermilion Parish, and 100 mph at Cypremort Point in St. Mary Parish. Other wind estimates include 80 mph at New Iberia and Jeanerette in Iberia Parish, 70 mph at Iota, 80 mph at Church Point, and 90 mph at Crowley in Acadia Parish, 70 mph at Bunkie in Avoyelles Parish, 70 to 80 mph at Basile, Bayou Chicot, Chataignier, and Mamou in Evangeline Parish, 90 mph at Jennings in Jeff Davis Parish, 80 mph at Youngsville in Lafayette Parish, 70 mph at Alexandria in Rapides Parish, and 80 mph at Eunice in St. Landry Parish.
461610	2002-04-28	TORNADO	MD	1	122	1.14e+08	0	A destructive tornado crossed the county from just north of Rison, through La Plata, to Benedict before moving into Calvert County.   M51PH A massive tornadic storm tore through Central Charles and Calvert Counties between 7 and 8 PM EDT on the 28th.  The tornadoes it produced left a 64 mile path of destruction ranging from F1 to F4 damage.  Five people were killed, 122 were injured, and over $115 million in damage was reported. The tornadoes were spawned from a supercell thunderstorm that crossed the Potomac River from Prince William County.  Up to 10 miles north of the path of the tornado, large hail up to 4.5 inches in diameter fell.  Debris from the tornado was found as far away as southern Delaware.  Wind damage was also reported near the path of the storm. Across Charles County, 638 homes were damaged, 100 homes were destroyed, 143 businesses (mainly in downtown La Plata) were damaged, and 49 businesses were destroyed.  Countless trees and agricultural buildings were downed along the rural path of the storm.  Three people were killed and at least 120 people were injured countywide, 12 critically.  A 51-year-old man was killed and his wife was critically injured when their house under construction on Hawkins Gate Road, about 5 miles east of La Plata, collapsed.  A 54-year-old man died in his car from an apparent heart attack at the intersection of Route 301 and Route 6 in downtown La Plata.  The third victim, a 72-year-old woman, died of a heart attack in Waldorf after being frightened by the tornado.   The tornado first touched down on the eastern edge of General Smallwood State Park just north of Rison.  It pushed east-southeast and passed just south of Pisgah where it grew to F2 strength.  The tornado moved through Mount Pisgah and damaged homes on Ripley Road between Ripley and Garden Estates.  The twister continued to move east through rural lands south of Hawthorne Road (Route 255) passing just north of the community of Graystone.  Next, it moved through the communities of Habre de Venture, Longmeade, Clamber Hill, Hawthorne Manor, and Hillendale about 3 miles west of downtown La Plata.  The tornado, now F3 strength, hit the western portion of La Plata next, moving directly through the neighborhoods of Valley View, Morgan's Ridge, Quailwood, and Haldane.  The tornado, now F4 strength, continued east into the downtown area where it crossed through the intersection of Route 301 and 6.  Damage was found on either side of Route 6 with the most severe devastation occurring on the south side of the highway.  The downtown business district was nearly wiped out after 65% of the buildings were either heavily damaged or destroyed.  The 125-foot city water tower was also downed.  The tornado continued its trek southeast of the downtown hospital into the northern portion of Clarks Run, across Route 6, and into the community of Ellenwood.  The F4 tornado moved east of La Plata into the southern portion of Brynwood Farm Estates, then east across the Zekiah Swamp.  Several homes at the end of Hawkins Gate Road were completely destroyed, and this was the location of one fatality and numerous injuries.  Next, the tornado crossed Olivers Shop Road just north of the intersection of Route 231.  It continued east through rural lands until it intersected Route 5 at Homeland Drive just south of Hughesville.  East of Homeland Drive, it severely damaged the Girl Scout facility off Scout Camp Road.  The tornado tracked east-southeast toward Benedict, remaining just south of Route 231 and weakening to F2 strength.  It struck Colonial Lane and a home south of Benedict before crossing the river into Calvert County just south of the bridge.   In Calvert County, the tornado first struck the community of Patuxent View just south of Route 231 at F2 strength.  Over half of the homes in this development were damaged.  One home with no foundation or anchoring just east of Patuxent View off Hallowing Point Road was picked up and thrown 80 feet into a culvert.  A 68-year-old man and his 65-year-old wife who were taking shelter in the house were killed.  The twister continued eastward along Sixes Road to the intersection of Adelina Road.  Several homes and barns were damaged.  From there it pushed east through the communities of Boyds Farm, Mutual Estates, and Chippingwood, where it damaged more property.  It crossed Route 2/4 and 765 just north of St. Leonard, downing trees and it went.  Finally, it crossed the Western Shores Estates development at F1 strength before it moved offshore.  Another tornado formed on the Long Beach shoreline just north of Calvert Cliffs Power Plant.  It downed trees before moving offshore. This tornado grew in strength as it crossed the bay and struck Dorchester County on the eastern shore just south of Taylor's Island.  Across the county, 125 homes were damaged and 10 were destroyed, mainly in the Brownsville and Hallowing Point areas.  County officials collected over 300 tons of downed trees and storm debris.
463202	2002-06-10	FLOOD	MN	0	0	2e+08	0	Heavy rainfall on the 9th and 10th produced a record flood on the Roseau River at Roseau.  The NDAWN mesonet site near Roseau measured 4.32 inches of rain, but unofficial reports of 15 to 18 inches of rain were received.  The official cooperative observer in Roseau reported 9.25 inches of rain for June and the official Warroad cooperative observer reported 13.79 inches.  This caused the Roseau River to rise nearly 17 feet and reach a new record stage of 23.3 feet on the 12th.  The city of Roseau struggled to protect against the rising river, but the levels got too high for the city dikes.  The dikes broke, sending water throughout the city of 2500.  The city retreated to try to save the local Polaris plant, hospital, and high school.  Most people were evacuated to the town of Badger, 15 miles west of Roseau.  It was estimated that 90 percent of the total cropland in the county was flooded.  In the city of Roseau, businesses reported $20 million in damages with the total city estimate being nearly $120 million.  The county estimated roughly $11 million in damage to roads and bridges.  Roseau county received a Presidential disaster declaration.
467991	2002-12-01	DROUGHT	NE	0	0	0	4.8e+08	The prolonged drought across central and south-central Nebraska occasionally was classified into the extreme to exceptional category this summer and fall.  Most dry land crops were near a total loss and there was some decreased yield with irrigated crops.
472277	2002-01-30	ICE STORM	OK	0	0	3e+08	0	Freezing rain began across the northwest third of the state during the evening of the 29th with significant accumulations of ice developing shortly after midnight on the 30th. Freezing rain shifted southward during the early morning of the 30th with moderate to occasionally heavy freezing rain occurring in a 50 to 60 mile wide band, extending from north central Oklahoma, near Ponca City and Perry, southwestward toward Enid, Kingfisher, Oklahoma City, Weatherford, Anadarko, and Hobart. In many areas, the freezing rain continued for 12 to 24 hours, with ice accumulations of 1 to 2 inches commonly observed. As the end of the storm neared, freezing rain transitioned to sleet and snow across Harper, Ellis, Woods, and Woodward Counties, with only a brief transition to sleet across central Oklahoma, including areas along and near Interstate 35.  The worst damage resulting from ice accumulations occurred from near Ponca City, Blackwell, Red Rock, Perry, and Stillwater, southwestward through Enid, Canton, Watonga, Hennessey, Kingfisher, and Guthrie, to near Clinton, Weatherford, El Reno, northwest side of Oklahoma City, Edmond, Cordell, Binger, and Minco. The damage was catastrophic in places, with thousands of utility poles brought down by the weight of the ice, along with thousands of trees. Dozens of towns were left completely without power for days, with some residents expected to be without power for weeks. At one point, nearly 250,000 residents were left without power. In addition to several traffic-related fatalities during the storm, partially due to wet roads, an elderly woman died from hypothermia in her home in Hennessey in Kingfisher County, when electricity to her house was knocked out. Total damage across the state is expected be in the hundreds of millions of dollars.
485535	2003-05-07	FLASH FLOOD	AL	0	0	1e+09	0	Significant flooding occurred throughout Jefferson County.  Doppler radar estimated up to 12 inches of rain fell across the county in a few hours,  with 5 to 8 inches of the total occurring in just one hour.  Especially hard hit were Leeds,  Brookside,  Cardiff,  Fultondale,  Trussville and Birmingham.  Numerous homes across the county were flooded.  At least 120 roadways were impassable.  Several sewage treatment plants were flooded and minor contamination occurred.  Several roadways had pavement removed and then washed away.  Several bridges were damaged. Two Birmingham schools were damaged from flooding.   All the roadways in Leeds and in Brookside were impassable.  Seventy four mobile homes were damaged in the Irondale Trailer Park.  Trussville reported that many municipal buildings,  police cars,  fire trucks,  utility trucks,  and businesses were damaged. YMCA's Camp Coleman in Trussville had a mudslide that blocked the entrance to the camp. Several bridges in the complex were damaged.  Brookside reported that the city hall and fire department were heavily damaged from the flood waters.  Several area creeks rose to near record levels.  These creeks include Village Creek, Five Mile Creek, and Turkey Creek.  Fast moving water inundated a private school in Birmingham where children were evacuated. Thirteen semi-trailers were washed downstream as Five Mile Creek overflowed.  The water rose higher than the gage itself.  In Graysville, 10 people were rescued from their flooded vehicles and 20 homes were evacuated.  In Fultondale, almost one million dollars of damage occurred to city services.  At least 25 homes and businesses were damaged in Fultondale.  Black Creek Park suffered significant damage to walking trails and ball fields.  In Leeds,  all the roads downtown were temporarily impassable at one point and subsequently closed.  Leeds High School was damaged.  In Gardendale,  several homes were flooded and a bridge was washed out.  In Warrior,  a few homes were flooded and many roads were temporarily impassable.  City Hall suffered minor damage.  In Morris, one manufacturing plant was flooded.  The Town Hall was struck by lightning which caused significant damage to all the electrical systems in the building.  Numerous roads were flooded in Kimberly.  
